LỊCH ĐĂNG BÀI GROUP ZALO: LIÊN MINH ĐIỂM BÁN - BẾP YÊU THƯƠNG
Ngày,Tuần,STT bài/ngày,Khung giờ,Pillar,Chủ đề cụ thể,Mục tiêu,Template ID,Form mẫu tin nhắn,Prompt generate ảnh poster,Nguồn nội dung,Ghi chú,Trạng thái,Owner,Nội dung đăng bài,Biến cần điền trước đăng,CTA chính,Gợi ý ảnh/tư liệu
Ngày 10,Tuần 2,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: hạt mix/bột hạt,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: hạt mix/bột hạt
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: hạt mix/bột hạt"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] hạt mix/bột hạt: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với hạt mix/bột hạt, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 10,Tuần 2,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: hạt mix/bột hạt,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: hạt mix/bột hạt
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: hạt mix/bột hạt"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] hạt mix/bột hạt: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử hạt mix/bột hạt. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 11,Tuần 2,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: combo ăn sáng dân văn phòng,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: combo ăn sáng dân văn phòng
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: combo ăn sáng dân văn phòng"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] combo ăn sáng dân văn phòng: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai combo ăn sáng dân văn phòng. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 11,Tuần 2,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: combo ăn sáng dân văn phòng,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: combo ăn sáng dân văn phòng
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: combo ăn sáng dân văn phòng"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] combo ăn sáng dân văn phòng: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với combo ăn sáng dân văn phòng, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 11,Tuần 2,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: combo ăn sáng dân văn phòng,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: combo ăn sáng dân văn phòng
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: combo ăn sáng dân văn phòng"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] combo ăn sáng dân văn phòng: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử combo ăn sáng dân văn phòng. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 12,Tuần 2,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: combo mẹ bỉm/mẹ bé,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: combo mẹ bỉm/mẹ bé
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: combo mẹ bỉm/mẹ bé"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] combo mẹ bỉm/mẹ bé: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai combo mẹ bỉm/mẹ bé. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 12,Tuần 2,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: combo mẹ bỉm/mẹ bé,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: combo mẹ bỉm/mẹ bé
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: combo mẹ bỉm/mẹ bé"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] combo mẹ bỉm/mẹ bé: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với combo mẹ bỉm/mẹ bé, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 12,Tuần 2,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: combo mẹ bỉm/mẹ bé,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: combo mẹ bỉm/mẹ bé
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: combo mẹ bỉm/mẹ bé"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] combo mẹ bỉm/mẹ bé: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử combo mẹ bỉm/mẹ bé. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 13,Tuần 2,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: thử thách 7 ngày,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: thử thách 7 ngày
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: thử thách 7 ngày"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] thử thách 7 ngày: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai thử thách 7 ngày. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 13,Tuần 2,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: thử thách 7 ngày,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: thử thách 7 ngày
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: thử thách 7 ngày"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] thử thách 7 ngày: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với thử thách 7 ngày, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 13,Tuần 2,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: thử thách 7 ngày,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: thử thách 7 ngày
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: thử thách 7 ngày"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] thử thách 7 ngày: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử thử thách 7 ngày. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 14,Tuần 2,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: minigame/vote vị yêu thích,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: minigame/vote vị yêu thích
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: minigame/vote vị yêu thích"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] minigame/vote vị yêu thích: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai minigame/vote vị yêu thích. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 14,Tuần 2,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: minigame/vote vị yêu thích,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: minigame/vote vị yêu thích
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: minigame/vote vị yêu thích"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] minigame/vote vị yêu thích: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với minigame/vote vị yêu thích, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 14,Tuần 2,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: minigame/vote vị yêu thích,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: minigame/vote vị yêu thích
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: minigame/vote vị yêu thích"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] minigame/vote vị yêu thích: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử minigame/vote vị yêu thích. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 15,Tuần 3,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: gói 7 ngày,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: gói 7 ngày
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: gói 7 ngày"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] gói 7 ngày: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai gói 7 ngày. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 15,Tuần 3,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: gói 7 ngày,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: gói 7 ngày
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: gói 7 ngày"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] gói 7 ngày: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với gói 7 ngày, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 15,Tuần 3,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: gói 7 ngày,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: gói 7 ngày
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: gói 7 ngày"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] gói 7 ngày: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử gói 7 ngày. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 16,Tuần 3,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: gói tháng,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: gói tháng
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: gói tháng"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] gói tháng: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai gói tháng. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
