LỊCH ĐĂNG BÀI GROUP MEMBERSHIP - BẾP YÊU THƯƠNG
Ngày,Tuần,STT bài/ngày,Khung giờ,Pillar,Chủ đề cụ thể,Mục tiêu,Template ID,Form mẫu tin nhắn,Prompt generate ảnh poster,Nguồn nội dung,Ghi chú,Trạng thái,Owner
Ngày 14,Tuần 2,2.0,19:30,Feedback/upsell/thử thách,Gia hạn/nâng hạng thẻ: minigame/vote vị yêu thích,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Gia hạn/nâng hạng thẻ: minigame/vote vị yêu thích
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Gia hạn/nâng hạng thẻ: minigame/vote vị yêu thích"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 15,Tuần 3,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: gói 7 ngày,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: gói 7 ngày
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: gói 7 ngày"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 15,Tuần 3,2.0,19:30,Feedback/upsell/thử thách,Deal dùng thử cho thành viên: gói 7 ngày,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Deal dùng thử cho thành viên: gói 7 ngày
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Deal dùng thử cho thành viên: gói 7 ngày"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 16,Tuần 3,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: gói tháng,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: gói tháng
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: gói tháng"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 16,Tuần 3,2.0,19:30,Feedback/upsell/thử thách,Feedback khách mua thẻ: gói tháng,Tăng mua lại/gia hạn,FEEDBACK,"[FEEDBACK THẬT] Feedback khách mua thẻ: gói tháng
Chia sẻ: [ảnh/tin nhắn khách/ảnh giao hàng]
Điểm khách thích: [ngon/tiện/giá tốt/giao nhanh]
Câu hỏi kéo tương tác: ""Anh/chị muốn thử vị nào ngày mai?"" ","Tạo poster Zalo 1:1 dạng collage feedback/vinh danh cho ""Feedback khách mua thẻ: gói tháng"", nền sáng, khung ảnh chụp thật, sticker nhỏ ""feedback thật"", text ít, cảm giác tin cậy, phù hợp nhóm Zalo cộng đồng BYT.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 17,Tuần 3,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: đối tác spa/gym,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: đối tác spa/gym
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: đối tác spa/gym"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 17,Tuần 3,2.0,19:30,Feedback/upsell/thử thách,Thử thách 7 ngày: đối tác spa/gym,Tăng mua lại/gia hạn,CAMPAIGN,"[CHIẾN DỊCH THÁNG] Thử thách 7 ngày: đối tác spa/gym
Mục tiêu: [mục tiêu cộng đồng]
Cách tham gia: [bước 1-2-3]
Quà/đóng góp: [quyền lợi/ý nghĩa]
CTA: comment ""THAM GIA"".","Tạo poster kể chuyện thương hiệu BYT 1:1 chủ đề ""Thử thách 7 ngày: đối tác spa/gym"", ảnh bếp/cộng đồng ấm áp, màu xanh lá/be/nâu nhạt, text ngắn cảm xúc, có slogan ""Ăn lành – Uống sạch – Sống yêu thương"".",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 18,Tuần 3,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: đối tác mẹ & bé,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: đối tác mẹ & bé
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: đối tác mẹ & bé"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 18,Tuần 3,2.0,19:30,Feedback/upsell/thử thách,Upsell gói tuần/tháng: đối tác mẹ & bé,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Upsell gói tuần/tháng: đối tác mẹ & bé
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Upsell gói tuần/tháng: đối tác mẹ & bé"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 19,Tuần 3,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: quà dùng thử sản phẩm mới,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: quà dùng thử sản phẩm mới
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: quà dùng thử sản phẩm mới"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 19,Tuần 3,2.0,19:30,Feedback/upsell/thử thách,Gia hạn/nâng hạng thẻ: quà dùng thử sản phẩm mới,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Gia hạn/nâng hạng thẻ: quà dùng thử sản phẩm mới
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Gia hạn/nâng hạng thẻ: quà dùng thử sản phẩm mới"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 20,Tuần 3,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: combo giờ vàng,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: combo giờ vàng
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: combo giờ vàng"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 20,Tuần 3,2.0,19:30,Feedback/upsell/thử thách,Deal dùng thử cho thành viên: combo giờ vàng,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Deal dùng thử cho thành viên: combo giờ vàng
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Deal dùng thử cho thành viên: combo giờ vàng"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 21,Tuần 3,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: feedback khách,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: feedback khách
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: feedback khách"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 21,Tuần 3,2.0,19:30,Feedback/upsell/thử thách,Feedback khách mua thẻ: feedback khách,Tăng mua lại/gia hạn,FEEDBACK,"[FEEDBACK THẬT] Feedback khách mua thẻ: feedback khách
Chia sẻ: [ảnh/tin nhắn khách/ảnh giao hàng]
Điểm khách thích: [ngon/tiện/giá tốt/giao nhanh]
Câu hỏi kéo tương tác: ""Anh/chị muốn thử vị nào ngày mai?"" ","Tạo poster Zalo 1:1 dạng collage feedback/vinh danh cho ""Feedback khách mua thẻ: feedback khách"", nền sáng, khung ảnh chụp thật, sticker nhỏ ""feedback thật"", text ít, cảm giác tin cậy, phù hợp nhóm Zalo cộng đồng BYT.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 22,Tuần 4,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: ảnh giao hàng/bill,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: ảnh giao hàng/bill
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: ảnh giao hàng/bill"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 22,Tuần 4,2.0,19:30,Feedback/upsell/thử thách,Thử thách 7 ngày: ảnh giao hàng/bill,Tăng mua lại/gia hạn,CAMPAIGN,"[CHIẾN DỊCH THÁNG] Thử thách 7 ngày: ảnh giao hàng/bill
Mục tiêu: [mục tiêu cộng đồng]
Cách tham gia: [bước 1-2-3]
Quà/đóng góp: [quyền lợi/ý nghĩa]
CTA: comment ""THAM GIA"".","Tạo poster kể chuyện thương hiệu BYT 1:1 chủ đề ""Thử thách 7 ngày: ảnh giao hàng/bill"", ảnh bếp/cộng đồng ấm áp, màu xanh lá/be/nâu nhạt, text ngắn cảm xúc, có slogan ""Ăn lành – Uống sạch – Sống yêu thương"".",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 23,Tuần 4,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: quyền lợi thẻ Giọt Lành,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: quyền lợi thẻ Giọt Lành
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: quyền lợi thẻ Giọt Lành"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 23,Tuần 4,2.0,19:30,Feedback/upsell/thử thách,Upsell gói tuần/tháng: quyền lợi thẻ Giọt Lành,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Upsell gói tuần/tháng: quyền lợi thẻ Giọt Lành
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Upsell gói tuần/tháng: quyền lợi thẻ Giọt Lành"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 24,Tuần 4,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: quyền lợi thẻ Ban Mai/Bình Minh,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: quyền lợi thẻ Ban Mai/Bình Minh
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: quyền lợi thẻ Ban Mai/Bình Minh"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 24,Tuần 4,2.0,19:30,Feedback/upsell/thử thách,Gia hạn/nâng hạng thẻ: quyền lợi thẻ Ban Mai/Bình Minh,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Gia hạn/nâng hạng thẻ: quyền lợi thẻ Ban Mai/Bình Minh
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Gia hạn/nâng hạng thẻ: quyền lợi thẻ Ban Mai/Bình Minh"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 25,Tuần 4,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: hướng dẫn bảo quản,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: hướng dẫn bảo quản
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: hướng dẫn bảo quản"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 25,Tuần 4,2.0,19:30,Feedback/upsell/thử thách,Deal dùng thử cho thành viên: hướng dẫn bảo quản,Tăng mua lại/gia hạn,MEMBER_DEAL,"[ƯU ĐÃI THÀNH VIÊN] Deal dùng thử cho thành viên: hướng dẫn bảo quản
• Thẻ áp dụng: [Giọt Lành/Ban Mai/Bình Minh/Mặt Trời]
• Giá thường: [giá] → Giá thành viên: [giá]
• Quyền lợi thêm: [quà/voucher/cashback]
• Áp dụng đến: [ngày/giờ]
Chưa có thẻ nhắn ""MỞ THẺ"" để được hướng dẫn.","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Deal dùng thử cho thành viên: hướng dẫn bảo quản"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 26,Tuần 4,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: menu tuần tới,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: menu tuần tới
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: menu tuần tới"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 26,Tuần 4,2.0,19:30,Feedback/upsell/thử thách,Feedback khách mua thẻ: menu tuần tới,Tăng mua lại/gia hạn,FEEDBACK,"[FEEDBACK THẬT] Feedback khách mua thẻ: menu tuần tới
Chia sẻ: [ảnh/tin nhắn khách/ảnh giao hàng]
Điểm khách thích: [ngon/tiện/giá tốt/giao nhanh]
Câu hỏi kéo tương tác: ""Anh/chị muốn thử vị nào ngày mai?"" ","Tạo poster Zalo 1:1 dạng collage feedback/vinh danh cho ""Feedback khách mua thẻ: menu tuần tới"", nền sáng, khung ảnh chụp thật, sticker nhỏ ""feedback thật"", text ít, cảm giác tin cậy, phù hợp nhóm Zalo cộng đồng BYT.",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
Ngày 27,Tuần 4,1.0,08:00,Menu thành viên,Menu/quyền lợi thẻ buổi sáng: gói detox/giảm cân,Duy trì thói quen,MENU,"[MENU HÔM NAY] Menu/quyền lợi thẻ buổi sáng: gói detox/giảm cân
• Đồ uống: [list đồ uống + giá]
• Đồ ăn: [list đồ ăn + giá]
• Set gợi ý: [combo]
• Nhận đặt trước đến: [giờ]
• Giao: [khung giờ/khu vực]
Đặt: nhắn ""MENU + tên món + số lượng"".","Tạo poster Zalo 1:1 cho nhóm ""BẾP YÊU THƯƠNG - Membership"", chủ đề ""Menu/quyền lợi thẻ buổi sáng: gói detox/giảm cân"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Menu ngày/thẻ,,Chưa đăng
Ngày 27,Tuần 4,2.0,19:30,Feedback/upsell/thử thách,Thử thách 7 ngày: gói detox/giảm cân,Tăng mua lại/gia hạn,CAMPAIGN,"[CHIẾN DỊCH THÁNG] Thử thách 7 ngày: gói detox/giảm cân
Mục tiêu: [mục tiêu cộng đồng]
Cách tham gia: [bước 1-2-3]
Quà/đóng góp: [quyền lợi/ý nghĩa]
CTA: comment ""THAM GIA"".","Tạo poster kể chuyện thương hiệu BYT 1:1 chủ đề ""Thử thách 7 ngày: gói detox/giảm cân"", ảnh bếp/cộng đồng ấm áp, màu xanh lá/be/nâu nhạt, text ngắn cảm xúc, có slogan ""Ăn lành – Uống sạch – Sống yêu thương"".",Feedback/thẻ/gói,Bài tối của membership là slot tùy chọn để giữ tần suất 1-2 bài/ngày.,Chưa đăng
